gene	cluster	si	au	bp	se.si	se.au	se.bp	v	c	pchi	neighbor	sil_width	gene_order	gene_to_centroid_dist	scaled_dist
CTO-L	10	0.999910399868294	0.999999983694655	0.0544624966793138	0.000127352301431781	3.61602870142534e-08	0.00449265749639604	-1.96188282384675	3.56492658299152	0.964561218099373	9	0.547317660627029	1	862.045034654583	0.00171098789371636
CTO-M	9	0.995956008173654	0.999985262373793	0.117173312264543	0.00260772623586866	1.46764125664746e-05	0.00495611386085861	-1.49412332437409	2.68335980062003	0.42883267308893	1	0.70217907304554	1	9955.00890123782	0.019758712163665
CTO-S	1	0.996968664566849	0.999980514471716	0.194352940326069	0.00170606437257197	1.64141491647218e-05	0.00595400149471408	-1.62576504899115	2.48773168000461	0.674394860532564	7	0.187812583475362	12	503828.833518029	1
EP0	12	0.847721864614393	0.996226986360551	0.10458538237491	0.0821372955062104	0.00346076314997144	0.00544041473645773	-0.707942929069637	1.96379181162997	0.187382829506502	4	0.737855235026533	2	8692.54986647184	0.0172529821403339
IE180	12	0.847721864614393	0.996226986360551	0.10458538237491	0.0821372955062104	0.00346076314997144	0.00544041473645773	-0.707942929069637	1.96379181162997	0.187382829506502	5	0.792844896310703	1	8692.54986647184	0.0172529821403339
NOIR	3	0.992226078159885	0.999929740134688	0.178558504413467	0.00405846423621492	5.56960089874231e-05	0.00572531891061815	-1.44318959172332	2.36406207028967	0.795769389224734	7	0.509281257205828	6	2876.83409679882	0.00570994334863901
NOIR_2	3	0.992226078159885	0.999929740134688	0.178558504413467	0.00405846423621492	5.56960089874231e-05	0.00572531891061815	-1.44318959172332	2.36406207028967	0.795769389224734	7	0.507855375705446	7	2874.89476139813	0.00570609415369089
ORF-1	1	0.996968664566849	0.999980514471716	0.194352940326069	0.00170606437257197	1.64141491647218e-05	0.00595400149471408	-1.62576504899115	2.48773168000461	0.674394860532564	7	0.0691481161174777	14	41341.6830801719	0.0820550161678917
UL1	5	0.996257594590874	0.999985239825139	0.127871146310303	0.00238145819425041	1.44292950353358e-05	0.0051325560643336	-1.52031156586894	2.65682369408927	0.801874614087936	7	0.46947397290736	5	3678.94272919797	0.00730196940796228
UL10	11	0.9996324994312	0.999999711295612	0.092787005748491	0.000398003279154711	4.82383566009394e-07	0.00546047490222487	-1.83741881377372	3.1612051614906	0.124273746348937	6	0.891338539116661	2	100.954840506855	0.000200375273884046
UL12	11	0.9996324994312	0.999999711295612	0.092787005748491	0.000398003279154711	4.82383566009394e-07	0.00546047490222487	-1.83741881377372	3.1612051614906	0.124273746348937	6	0.823839735822127	3	100.093696656702	0.000198666074662279
UL14	3	0.992226078159885	0.999929740134688	0.178558504413467	0.00405846423621492	5.56960089874231e-05	0.00572531891061815	-1.44318959172332	2.36406207028967	0.795769389224734	7	0.682374808475977	2	5759.93605362386	0.0114323271524668
UL15	3	0.992226078159885	0.999929740134688	0.178558504413467	0.00405846423621492	5.56960089874231e-05	0.00572531891061815	-1.44318959172332	2.36406207028967	0.795769389224734	6	0.590791734453569	4	6681.71716675803	0.0132618792777348
UL16	11	0.9996324994312	0.999999711295612	0.092787005748491	0.000398003279154711	4.82383566009394e-07	0.00546047490222487	-1.83741881377372	3.1612051614906	0.124273746348937	6	0.892463267629685	1	147.856781628138	0.000293466296074631
UL17	1	0.996968664566849	0.999980514471716	0.194352940326069	0.00170606437257197	1.64141491647218e-05	0.00595400149471408	-1.62576504899115	2.48773168000461	0.674394860532564	7	0.231433127283374	11	43211.9068833801	0.0857670383444495
UL18	7	0.9996324994312	0.999999711295612	0.092787005748491	0.000398003279154711	4.82383566009394e-07	0.00546047490222487	-1.83741881377372	3.1612051614906	0.124273746348937	1	0.229139015184985	7	26455.8407595831	0.0525095806344644
UL19	1	0.996968664566849	0.999980514471716	0.194352940326069	0.00170606437257197	1.64141491647218e-05	0.00595400149471408	-1.62576504899115	2.48773168000461	0.674394860532564	9	0.237729331351574	10	37326.3530767497	0.0740853849433648
UL2	3	0.992226078159885	0.999929740134688	0.178558504413467	0.00405846423621492	5.56960089874231e-05	0.00572531891061815	-1.44318959172332	2.36406207028967	0.795769389224734	6	0.407535706990103	8	5953.65001751196	0.0118168108322425
UL20	3	0.992226078159885	0.999929740134688	0.178558504413467	0.00405846423621492	5.56960089874231e-05	0.00572531891061815	-1.44318959172332	2.36406207028967	0.795769389224734	6	0.796883575292091	1	6037.18334411267	0.0119826078669565
UL21	8	0.998571037348937	0.999995691359143	0.148474605830625	0.00095973732994045	4.37529274062643e-06	0.00550632251989632	-1.70312331261362	2.74612132856704	0.664195988881642	7	0.495670458829116	2	1162.15877376518	0.00230665395954079
UL22	10	0.999910399868294	0.999999983694655	0.0544624966793138	0.000127352301431781	3.61602870142534e-08	0.00449265749639604	-1.96188282384675	3.56492658299152	0.964561218099373	3	0.162424036784139	2	862.045034654583	0.00171098789371636
