gene	cluster	si	au	bp	se.si	se.au	se.bp	v	c	pchi	neighbor	sil_width	gene_order	gene_to_centroid_dist	scaled_dist
AZURE	11	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	8	0.376494098478448	4	0.0340364640381892	0.1156205773997
CTO-L	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	-0.429735664035625	20	0.00997642567654217	0.0338895396364553
CTO-M	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	-0.429735664035625	19	0.00997642567654217	0.0338895396364553
CTO-S	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	-0.429735664035625	18	0.00997642567654217	0.0338895396364553
ELIE	12	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	11	0	1	0	0
EP0	7	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	1	0.669598184760094	2	0.0587056570306083	0.199420890339606
IE180	9	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	2	0.8858392761298	1	0.294380678627173	1
NOIR_2	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	11	0.338132842155923	3	0.0117658019037995	0.039967982812828
ORF-1	1	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	7	0.614599586033718	1	0.00982796202461746	0.0333852142418096
UL10	5	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	3	0.737702884868856	1	0.0105235097245057	0.0357479633975351
UL11	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	3	-0.266515830840773	17	0.0390518150108905	0.13265753443129
UL12	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	3	-0.266515830840773	16	0.0390518150108905	0.13265753443129
UL15	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	0.388042984355501	1	0.0270114097224417	0.0917567343359891
UL16	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	0.0913129514535066	8	0.0297904971076042	0.101197188777913
UL18	5	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	8	0.495076811739218	9	0.0398128208934254	0.135242642550762
UL19	5	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	3	0.604412840161387	3	0.0339599852010446	0.115360781690616
UL2	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	11	0.379107567909848	2	0.0293248205980737	0.0996153033372582
UL20	10	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	7	0	1	0	0
UL21	9	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	2	0.871845434187719	2	0.110844513735686	0.376534609039573
UL22	8	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	3	-0.123277485124616	13	0.0199447462842767	0.0677515466615808
UL23	1	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	11	0.401771113414035	6	0.0183482469489527	0.0623282989716536
UL25	3	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	8	0.361262784283096	5	0.0775301786462933	0.263367076289962
UL26	3	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	0.525976317637255	4	0.0418395973830279	0.142127525414183
UL26.5	3	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	0.525976317637255	3	0.0418395973830279	0.142127525414183
UL27	5	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	3	0.594710501555279	4	0.0253448951236708	0.0860956474516781
UL28	6	0.998611400647265	0.999997004255285	0.118667173899977	0.000992954687096925	3.2748948291574e-06	0.00505874679064974	-1.67250679139093	2.85418263257999	0.262564314737118	5	0	1	0	0
