gene	Kinetic_class	hpi	Time	cell_line	group	mean	sd	varcoeff	cluster
ORF-1	E	12h	12	C6	C6_12h	0.00841320634446632			cluster_1
ORF-1	E	1h	1	C6	C6_1h	0.0188984881212087			cluster_1
ORF-1	E	2h	2	C6	C6_2h	0.016155088853194			cluster_1
ORF-1	E	4h	4	C6	C6_4h	0.0244705882348252			cluster_1
ORF-1	E	6h	6	C6	C6_6h	0.0221205186887			cluster_1
ORF-1	E	8h	8	C6	C6_8h	0.0137387100863183			cluster_1
ORF-1	E	1h	1	NRK	NRK_1h	0.0276497695845877			cluster_1
ORF-1	E	2h	2	NRK	NRK_2h	0.0172642762284466			cluster_1
ORF-1	E	0.5h	0.5	PC_12	PC_12_0.5h	0.0294117647062457			cluster_1
ORF-1	E	1.5h	1.5	PC_12	PC_12_1.5h	0.0238353196101998			cluster_1
ORF-1	E	12h	12	PC_12	PC_12_12h	0.00756082181270741			cluster_1
ORF-1	E	1h	1	PC_12	PC_12_1h	0.0243572395122042			cluster_1
ORF-1	E	2.5h	2.5	PC_12	PC_12_2.5h	0.0202156334224267			cluster_1
ORF-1	E	2h	2	PC_12	PC_12_2h	0.0227790432792951			cluster_1
ORF-1	E	4h	4	PC_12	PC_12_4h	0.0208796695559061			cluster_1
ORF-1	E	6h	6	PC_12	PC_12_6h	0.0199926740794633			cluster_1
ORF-1	E	8h	8	PC_12	PC_12_8h	0.0125143752310357			cluster_1
ORF-1	E	12h	12	PK_15	PK_15_12h	0.00370901759263837			cluster_1
ORF-1	E	1h	1	PK_15	PK_15_1h	0.0146771037181037			cluster_1
ORF-1	E	2h	2	PK_15	PK_15_2h	0.0221680336952632			cluster_1
ORF-1	E	4h	4	PK_15	PK_15_4h	0.0160698535903085			cluster_1
ORF-1	E	6h	6	PK_15	PK_15_6h	0.0108944171074819			cluster_1
ORF-1	E	8h	8	PK_15	PK_15_8h	0.00617367125246876			cluster_1
UL54	E	12h	12	C6	C6_12h	0.00613455063954825			cluster_1
UL54	E	1h	1	C6	C6_1h	0.0280777537791827			cluster_1
UL54	E	2h	2	C6	C6_2h	0.0222132471729432			cluster_1
UL54	E	4h	4	C6	C6_4h	0.0117647058829093			cluster_1
UL54	E	6h	6	C6	C6_6h	0.0173404525812911			cluster_1
UL54	E	8h	8	C6	C6_8h	0.0134060062811988			cluster_1
