gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method
AZURE	E			C6	C6_dRNA	LT934125.1	-	8697	C6_dRNA	0.00034494653328734	0.00034494653328734			dcDNA	C6_dRNA	viral_read.count
AZURE	E			PC-12	PC-12_dRNA	LT934125.1	-	24275	PC-12_dRNA	0.000205973223480947	0.000205973223480947			dcDNA	PC-12_dRNA	viral_read.count
AZURE	E			PK-15	PK-15_dRNA	LT934125.1	-	125683	PK-15_dRNA	0	0			dcDNA	PK-15_dRNA	viral_read.count
AZURE	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	35	PC-12_0.5h_1	0	0	0		dcDNA	PC-12_0.5h_1	viral_read.count
AZURE	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	13	PC-12_0.5h_2	0	0	0		dcDNA	PC-12_0.5h_2	viral_read.count
AZURE	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	8	PC-12_0.5h_3	0	0	0		dcDNA	PC-12_0.5h_3	viral_read.count
AZURE	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	230	PC-12_1.5h_1	0	0.00128205128205128	0.00222057795842164	1.73205080756888	dcDNA	PC-12_1.5h_1	viral_read.count
AZURE	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	260	PC-12_1.5h_2	0.00384615384615385	0.00128205128205128	0.00222057795842164	1.73205080756888	dcDNA	PC-12_1.5h_2	viral_read.count
AZURE	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	296	PC-12_1.5h_3	0	0.00128205128205128	0.00222057795842164	1.73205080756888	dcDNA	PC-12_1.5h_3	viral_read.count
AZURE	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	181251	C6_12h_1	0.000209654015701982	0.000233035314284619	5.49617642581561e-05	0.235851653758486	dcDNA	C6_12h_1	viral_read.count
AZURE	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	170428	C6_12h_2	0.000193630154669421	0.000233035314284619	5.49617642581561e-05	0.235851653758486	dcDNA	C6_12h_2	viral_read.count
AZURE	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	98032	C6_12h_3	0.000295821772482455	0.000233035314284619	5.49617642581561e-05	0.235851653758486	dcDNA	C6_12h_3	viral_read.count
AZURE	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	159605	PC-12_12h_1	9.39820181072022e-05	0.000123630835151694	3.99566896863264e-05	0.323193559578401	dcDNA	PC-12_12h_1	viral_read.count
AZURE	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	189271	PC-12_12h_2	0.000169069746553883	0.000123630835151694	3.99566896863264e-05	0.323193559578401	dcDNA	PC-12_12h_2	viral_read.count
AZURE	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	139094	PC-12_12h_3	0.000107840740793995	0.000123630835151694	3.99566896863264e-05	0.323193559578401	dcDNA	PC-12_12h_3	viral_read.count
AZURE	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	275362	PK-15_12h_1	1.08947494570783e-05	1.57175332511103e-05	5.61354186248079e-06	0.357151581790626	dcDNA	PK-15_12h_1	viral_read.count
AZURE	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	319933	PK-15_12h_2	2.18795810372797e-05	1.57175332511103e-05	5.61354186248079e-06	0.357151581790626	dcDNA	PK-15_12h_2	viral_read.count
AZURE	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	347747	PK-15_12h_3	1.43782692589728e-05	1.57175332511103e-05	5.61354186248079e-06	0.357151581790626	dcDNA	PK-15_12h_3	viral_read.count
AZURE	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	655	C6_1h_1	0	0	0		dcDNA	C6_1h_1	viral_read.count
AZURE	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	612	C6_1h_2	0	0	0		dcDNA	C6_1h_2	viral_read.count
AZURE	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	347	C6_1h_3	0	0	0		dcDNA	C6_1h_3	viral_read.count
AZURE	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	111	NRK_1h_1	0	0	0		dcDNA	NRK_1h_1	viral_read.count
AZURE	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	157	NRK_1h_2	0	0	0		dcDNA	NRK_1h_2	viral_read.count
AZURE	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	101	NRK_1h_3	0	0	0		dcDNA	NRK_1h_3	viral_read.count
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	534	PC-12_1h_1	0	0	0		dcDNA	PC-12_1h_1	viral_read.count
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	349	PC-12_1h_2	0	0	0		dcDNA	PC-12_1h_2	viral_read.count
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	466	PC-12_1h_3	0	0	0		dcDNA	PC-12_1h_3	viral_read.count
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	433	PK-15_1h_1	0	0	0		dcDNA	PK-15_1h_1	viral_read.count
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	343	PK-15_1h_2	0	0	0		dcDNA	PK-15_1h_2	viral_read.count
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	202	PK-15_1h_3	0	0	0		dcDNA	PK-15_1h_3	viral_read.count
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	925	PC-12_2.5h_1	0	0.000732600732600733	0.00126890169052665	1.73205080756888	dcDNA	PC-12_2.5h_1	viral_read.count
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	455	PC-12_2.5h_2	0.0021978021978022	0.000732600732600733	0.00126890169052665	1.73205080756888	dcDNA	PC-12_2.5h_2	viral_read.count
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	909	PC-12_2.5h_3	0	0.000732600732600733	0.00126890169052665	1.73205080756888	dcDNA	PC-12_2.5h_3	viral_read.count
AZURE	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	967	C6_2h_1	0	0	0		dcDNA	C6_2h_1	viral_read.count
AZURE	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	1174	C6_2h_2	0	0	0		dcDNA	C6_2h_2	viral_read.count
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	381	NRK_2h_1	0	0.000631313131313131	0.00109346641891975	1.73205080756888	dcDNA	NRK_2h_1	viral_read.count
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	317	NRK_2h_2	0	0.000631313131313131	0.00109346641891975	1.73205080756888	dcDNA	NRK_2h_2	viral_read.count
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	528	NRK_2h_3	0.00189393939393939	0.000631313131313131	0.00109346641891975	1.73205080756888	dcDNA	NRK_2h_3	viral_read.count
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	1313	PC-12_2h_1	0	0	0		dcDNA	PC-12_2h_1	viral_read.count
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	1099	PC-12_2h_2	0	0	0		dcDNA	PC-12_2h_2	viral_read.count
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	1516	PC-12_2h_3	0	0	0		dcDNA	PC-12_2h_3	viral_read.count
