gene	cluster	si	au	bp	se.si	se.au	se.bp	v	c	pchi	neighbor	sil_width	gene_order	gene_to_centroid_dist	scaled_dist
AZURE	11	0.999650217233296	0.999999884568163	0.0506333984083241	0.000469372767963662	2.4462321644596e-07	0.00430608438012823	-1.76692656401811	3.40566955362142	0.860424505885466	2	0.466708119267076	3	39361.8522162742	0.189801574212229
CTO-L	5	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	3	0.322476476787298	13	36870.4367968491	0.177788049898757
CTO-M	5	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	3	0.322476476787298	12	36870.4367968491	0.177788049898757
CTO-S	5	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	3	0.322476476787298	11	36870.4367968491	0.177788049898757
ELIE	12	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	11	0	1	0	0
EP0	7	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	1	0.0677873267146918	2	71016.6313043163	0.342439891871648
IE180	9	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	7	0.988662692299668	3	207384.224180676	1
NOIR_2	2	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	8	-0.319197651624556	5	17647.680957834	0.0850965449640909
ORF-1	1	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	7	0.766635772095438	1	11378.5483601219	0.0548669909925681
UL10	5	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	3	0.686761036200774	1	19060.0013403581	0.09190670802304
UL11	8	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	3	0.117001187774789	11	34413.1451404471	0.165939069263368
UL12	8	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	3	0.117001187774789	10	34413.1451404471	0.165939069263368
UL15	8	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	2	0.237246091452937	8	41894.4608299242	0.202013730771658
UL16	8	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	5	0.0953589254422715	12	45312.0422427376	0.218493197453926
UL18	5	0.997713036349691	0.999993280813042	0.123760265938977	0.00156201108702329	7.03250165738805e-06	0.00512166874176548	-1.59822482262147	2.75461760649891	0.987282226831232	8	0.529956795609215	4	39188.2326299646	0.188964386200482
