gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean.x	sd.x	varcoeff.x	mean.y	sd.y	varcoeff.y	libtype	sample_name	norm.method	cluster
ORF-1	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	7	PC-12_0.5h_1	0	0	0		0	0		dcDNA	PC-12_0.5h_1	viral_read.count	cluster_1
ORF-1	E	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	+	8	PC-12_0.5h_2	0	0	0		0	0		dcDNA	PC-12_0.5h_2	viral_read.count	cluster_1
ORF-1	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	94	PC-12_1.5h_1	0	0	0		0	0		dcDNA	PC-12_1.5h_1	viral_read.count	cluster_1
ORF-1	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	79	PC-12_1.5h_2	0	0	0		0	0		dcDNA	PC-12_1.5h_2	viral_read.count	cluster_1
ORF-1	E	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	+	103	PC-12_1.5h_3	0	0	0		0	0		dcDNA	PC-12_1.5h_3	viral_read.count	cluster_1
ORF-1	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	45068	C6_12h_1	0.00288453004348984	0.00269794491105189	0.000180297570469412	0.0668277434912919	0.00269794491105189	0.000180297570469412	0.0668277434912919	dcDNA	C6_12h_1	viral_read.count	cluster_1
ORF-1	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	39484	C6_12h_2	0.00268463174956945	0.00269794491105189	0.000180297570469412	0.0668277434912919	0.00269794491105189	0.000180297570469412	0.0668277434912919	dcDNA	C6_12h_2	viral_read.count	cluster_1
ORF-1	E	12h	12	C6	C6_dcDNA_12h	LT934125.1	+	21785	C6_12h_3	0.0025246729400964	0.00269794491105189	0.000180297570469412	0.0668277434912919	0.00269794491105189	0.000180297570469412	0.0668277434912919	dcDNA	C6_12h_3	viral_read.count	cluster_1
ORF-1	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	33536	PC-12_12h_1	0.0028924141221374	0.00307657080566287	0.000982847747167095	0.319462092456322	0.00307657080566287	0.000982847747167095	0.319462092456322	dcDNA	PC-12_12h_1	viral_read.count	cluster_1
ORF-1	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	53643	PC-12_12h_2	0.00413847100274034	0.00307657080566287	0.000982847747167095	0.319462092456322	0.00307657080566287	0.000982847747167095	0.319462092456322	dcDNA	PC-12_12h_2	viral_read.count	cluster_1
ORF-1	E	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	+	30016	PC-12_12h_3	0.00219882729211087	0.00307657080566287	0.000982847747167095	0.319462092456322	0.00307657080566287	0.000982847747167095	0.319462092456322	dcDNA	PC-12_12h_3	viral_read.count	cluster_1
ORF-1	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	123761	PK-15_12h_1	0.0019230613844426	0.00178876973365702	0.000933646884948075	0.521949173994181	0.00178876973365702	0.000933646884948075	0.521949173994181	dcDNA	PK-15_12h_1	viral_read.count	cluster_1
ORF-1	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	136707	PK-15_12h_2	0.00264799900517164	0.00178876973365702	0.000933646884948075	0.521949173994181	0.00178876973365702	0.000933646884948075	0.521949173994181	dcDNA	PK-15_12h_2	viral_read.count	cluster_1
ORF-1	E	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	+	118202	PK-15_12h_3	0.00079524881135683	0.00178876973365702	0.000933646884948075	0.521949173994181	0.00178876973365702	0.000933646884948075	0.521949173994181	dcDNA	PK-15_12h_3	viral_read.count	cluster_1
ORF-1	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	176	C6_1h_1	0	0	0		0	0		dcDNA	C6_1h_1	viral_read.count	cluster_1
ORF-1	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	171	C6_1h_2	0	0	0		0	0		dcDNA	C6_1h_2	viral_read.count	cluster_1
ORF-1	E	1h	1	C6	C6_dcDNA_1h	LT934125.1	+	75	C6_1h_3	0	0	0		0	0		dcDNA	C6_1h_3	viral_read.count	cluster_1
ORF-1	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	20	NRK_1h_1	0	0	0		0	0		dcDNA	NRK_1h_1	viral_read.count	cluster_1
ORF-1	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	26	NRK_1h_2	0	0	0		0	0		dcDNA	NRK_1h_2	viral_read.count	cluster_1
ORF-1	E	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	+	14	NRK_1h_3	0	0	0		0	0		dcDNA	NRK_1h_3	viral_read.count	cluster_1
ORF-1	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	94	PC-12_1h_1	0	0	0		0	0		dcDNA	PC-12_1h_1	viral_read.count	cluster_1
ORF-1	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	62	PC-12_1h_2	0	0	0		0	0		dcDNA	PC-12_1h_2	viral_read.count	cluster_1
ORF-1	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	+	101	PC-12_1h_3	0	0	0		0	0		dcDNA	PC-12_1h_3	viral_read.count	cluster_1
ORF-1	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	48	PK-15_1h_1	0	0	0		0	0		dcDNA	PK-15_1h_1	viral_read.count	cluster_1
ORF-1	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	41	PK-15_1h_2	0	0	0		0	0		dcDNA	PK-15_1h_2	viral_read.count	cluster_1
ORF-1	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	+	34	PK-15_1h_3	0	0	0		0	0		dcDNA	PK-15_1h_3	viral_read.count	cluster_1
ORF-1	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	312	PC-12_2.5h_1	0	0.00389366272824919	0.00345192269929711	0.886548974633272	0.00389366272824919	0.00345192269929711	0.886548974633272	dcDNA	PC-12_2.5h_1	viral_read.count	cluster_1
ORF-1	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	152	PC-12_2.5h_2	0.00657894736842105	0.00389366272824919	0.00345192269929711	0.886548974633272	0.00389366272824919	0.00345192269929711	0.886548974633272	dcDNA	PC-12_2.5h_2	viral_read.count	cluster_1
ORF-1	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	+	392	PC-12_2.5h_3	0.00510204081632653	0.00389366272824919	0.00345192269929711	0.886548974633272	0.00389366272824919	0.00345192269929711	0.886548974633272	dcDNA	PC-12_2.5h_3	viral_read.count	cluster_1
ORF-1	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	+	191	C6_2h_1	0	0	0		0	0		dcDNA	C6_2h_1	viral_read.count	cluster_1
ORF-1	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	+	352	C6_2h_2	0	0	0		0	0		dcDNA	C6_2h_2	viral_read.count	cluster_1
ORF-1	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	66	NRK_2h_1	0	0	0		0	0		dcDNA	NRK_2h_1	viral_read.count	cluster_1
ORF-1	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	47	NRK_2h_2	0	0	0		0	0		dcDNA	NRK_2h_2	viral_read.count	cluster_1
ORF-1	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	+	86	NRK_2h_3	0	0	0		0	0		dcDNA	NRK_2h_3	viral_read.count	cluster_1
ORF-1	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	309	PC-12_2h_1	0	0.00181653042688465	0.003146322992859	1.73205080756888	0.00181653042688465	0.003146322992859	1.73205080756888	dcDNA	PC-12_2h_1	viral_read.count	cluster_1
ORF-1	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	+	259	PC-12_2h_2	0	0.00181653042688465	0.003146322992859	1.73205080756888	0.00181653042688465	0.003146322992859	1.73205080756888	dcDNA	PC-12_2h_2	viral_read.count	cluster_1
